Total classes 47.
Number of train samples : 6931
Total classes 47.
Number of val samples : 1733
=> creating model 'SpixelNet1l_bn'
=> setting adam solver
=> will save everything to /vulcanscratch/cmparam9/gh/dispTask/checkpoints/SceneFlow/SpixelNet1l_bn_adam_3000000epochs_epochSize6000_b8_lr5e-05_posW0.003_
/cfarhomes/cmparam9/.local/lib/python3.6/site-packages/torch/utils/data/dataloader.py:481: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
train Epoch: [0][0/866]	 Time 7.679 (7.679)	 Data 4.385 (4.385)	 Total_loss 152.295 (152.295)	 Loss_sem 3.275 (3.275)	 Loss_pos 149.020 (149.020)	
train Epoch: [123][470/866]	 Time 0.863 (0.903)	 Data 0.616 (0.699)	 Total_loss 2.103 (5.332)	 Loss_sem 0.417 (0.436)	 Loss_pos 1.686 (4.896)	
train Epoch: [123][480/866]	 Time 0.969 (0.903)	 Data 0.778 (0.699)	 Total_loss 5.373 (5.333)	 Loss_sem 0.429 (0.436)	 Loss_pos 4.944 (4.897)	
train Epoch: [123][490/866]	 Time 0.976 (0.902)	 Data 0.775 (0.697)	 Total_loss 4.249 (5.332)	 Loss_sem 0.395 (0.436)	 Loss_pos 3.853 (4.896)	
train Epoch: [123][500/866]	 Time 0.865 (0.901)	 Data 0.690 (0.697)	 Total_loss 3.945 (5.337)	 Loss_sem 0.417 (0.436)	 Loss_pos 3.528 (4.901)	
train Epoch: [123][510/866]	 Time 0.924 (0.901)	 Data 0.749 (0.697)	 Total_loss 2.627 (5.352)	 Loss_sem 0.393 (0.436)	 Loss_pos 2.234 (4.916)	
train Epoch: [123][520/866]	 Time 0.840 (0.901)	 Data 0.617 (0.696)	 Total_loss 2.353 (5.337)	 Loss_sem 0.413 (0.436)	 Loss_pos 1.940 (4.902)	
train Epoch: [123][530/866]	 Time 0.775 (0.900)	 Data 0.590 (0.696)	 Total_loss 3.503 (5.310)	 Loss_sem 0.390 (0.435)	 Loss_pos 3.112 (4.875)	
train Epoch: [123][540/866]	 Time 0.829 (0.901)	 Data 0.623 (0.696)	 Total_loss 7.329 (5.312)	 Loss_sem 0.473 (0.435)	 Loss_pos 6.856 (4.877)	
train Epoch: [123][550/866]	 Time 0.934 (0.900)	 Data 0.759 (0.695)	 Total_loss 3.744 (5.292)	 Loss_sem 0.404 (0.435)	 Loss_pos 3.340 (4.857)	
train Epoch: [123][560/866]	 Time 1.058 (0.900)	 Data 0.865 (0.695)	 Total_loss 5.777 (5.289)	 Loss_sem 0.474 (0.435)	 Loss_pos 5.303 (4.854)	
train Epoch: [123][570/866]	 Time 1.020 (0.900)	 Data 0.843 (0.695)	 Total_loss 8.082 (5.288)	 Loss_sem 0.427 (0.435)	 Loss_pos 7.655 (4.854)	
train Epoch: [123][580/866]	 Time 0.804 (0.899)	 Data 0.623 (0.695)	 Total_loss 3.803 (5.309)	 Loss_sem 0.427 (0.435)	 Loss_pos 3.376 (4.874)	
train Epoch: [123][590/866]	 Time 0.940 (0.899)	 Data 0.758 (0.695)	 Total_loss 4.006 (5.318)	 Loss_sem 0.414 (0.435)	 Loss_pos 3.592 (4.883)	
train Epoch: [123][600/866]	 Time 0.805 (0.899)	 Data 0.626 (0.694)	 Total_loss 4.850 (5.312)	 Loss_sem 0.396 (0.435)	 Loss_pos 4.454 (4.878)	
train Epoch: [123][610/866]	 Time 0.948 (0.899)	 Data 0.757 (0.695)	 Total_loss 3.591 (5.341)	 Loss_sem 0.365 (0.435)	 Loss_pos 3.226 (4.907)	
train Epoch: [123][620/866]	 Time 0.747 (0.898)	 Data 0.491 (0.694)	 Total_loss 4.245 (5.323)	 Loss_sem 0.398 (0.435)	 Loss_pos 3.847 (4.888)	
train Epoch: [123][630/866]	 Time 0.884 (0.899)	 Data 0.696 (0.695)	 Total_loss 9.575 (5.326)	 Loss_sem 0.466 (0.435)	 Loss_pos 9.110 (4.891)	
train Epoch: [123][640/866]	 Time 0.827 (0.899)	 Data 0.630 (0.694)	 Total_loss 4.385 (5.325)	 Loss_sem 0.412 (0.435)	 Loss_pos 3.973 (4.890)	
train Epoch: [123][650/866]	 Time 1.030 (0.899)	 Data 0.825 (0.694)	 Total_loss 10.394 (5.346)	 Loss_sem 0.443 (0.435)	 Loss_pos 9.951 (4.911)	
train Epoch: [123][660/866]	 Time 1.099 (0.899)	 Data 0.874 (0.695)	 Total_loss 5.706 (5.332)	 Loss_sem 0.409 (0.435)	 Loss_pos 5.297 (4.897)	
train Epoch: [123][670/866]	 Time 0.759 (0.898)	 Data 0.581 (0.694)	 Total_loss 3.486 (5.330)	 Loss_sem 0.406 (0.435)	 Loss_pos 3.080 (4.895)	
train Epoch: [123][680/866]	 Time 0.898 (0.898)	 Data 0.701 (0.694)	 Total_loss 6.167 (5.320)	 Loss_sem 0.479 (0.435)	 Loss_pos 5.688 (4.886)	
train Epoch: [123][690/866]	 Time 0.851 (0.898)	 Data 0.652 (0.694)	 Total_loss 7.695 (5.327)	 Loss_sem 0.427 (0.435)	 Loss_pos 7.268 (4.892)	
train Epoch: [123][700/866]	 Time 0.765 (0.897)	 Data 0.589 (0.693)	 Total_loss 2.571 (5.319)	 Loss_sem 0.412 (0.435)	 Loss_pos 2.159 (4.885)	
train Epoch: [123][710/866]	 Time 1.031 (0.897)	 Data 0.772 (0.694)	 Total_loss 2.829 (5.308)	 Loss_sem 0.391 (0.435)	 Loss_pos 2.437 (4.873)	
train Epoch: [123][720/866]	 Time 0.953 (0.898)	 Data 0.715 (0.694)	 Total_loss 4.534 (5.323)	 Loss_sem 0.396 (0.435)	 Loss_pos 4.138 (4.889)	
train Epoch: [123][730/866]	 Time 0.926 (0.897)	 Data 0.729 (0.693)	 Total_loss 6.411 (5.343)	 Loss_sem 0.446 (0.435)	 Loss_pos 5.964 (4.908)	
train Epoch: [123][740/866]	 Time 0.904 (0.897)	 Data 0.726 (0.693)	 Total_loss 3.891 (5.345)	 Loss_sem 0.476 (0.435)	 Loss_pos 3.415 (4.910)	
train Epoch: [123][750/866]	 Time 0.799 (0.897)	 Data 0.598 (0.693)	 Total_loss 3.522 (5.350)	 Loss_sem 0.453 (0.436)	 Loss_pos 3.069 (4.915)	
train Epoch: [123][760/866]	 Time 0.977 (0.897)	 Data 0.788 (0.693)	 Total_loss 3.637 (5.351)	 Loss_sem 0.430 (0.436)	 Loss_pos 3.208 (4.915)	
train Epoch: [123][770/866]	 Time 1.059 (0.897)	 Data 0.881 (0.693)	 Total_loss 9.790 (5.347)	 Loss_sem 0.465 (0.436)	 Loss_pos 9.325 (4.911)	
train Epoch: [123][780/866]	 Time 0.864 (0.897)	 Data 0.636 (0.693)	 Total_loss 4.344 (5.347)	 Loss_sem 0.502 (0.436)	 Loss_pos 3.842 (4.911)	
train Epoch: [123][790/866]	 Time 0.890 (0.897)	 Data 0.711 (0.693)	 Total_loss 8.291 (5.369)	 Loss_sem 0.508 (0.436)	 Loss_pos 7.783 (4.932)	
train Epoch: [123][800/866]	 Time 0.914 (0.897)	 Data 0.739 (0.693)	 Total_loss 3.713 (5.362)	 Loss_sem 0.438 (0.436)	 Loss_pos 3.275 (4.926)	
train Epoch: [123][810/866]	 Time 0.951 (0.897)	 Data 0.750 (0.693)	 Total_loss 1.890 (5.343)	 Loss_sem 0.403 (0.436)	 Loss_pos 1.486 (4.908)	
train Epoch: [123][820/866]	 Time 0.864 (0.897)	 Data 0.656 (0.693)	 Total_loss 6.269 (5.373)	 Loss_sem 0.477 (0.436)	 Loss_pos 5.792 (4.937)	
train Epoch: [123][830/866]	 Time 0.933 (0.897)	 Data 0.696 (0.693)	 Total_loss 5.383 (5.372)	 Loss_sem 0.425 (0.436)	 Loss_pos 4.958 (4.936)	
train Epoch: [123][840/866]	 Time 0.811 (0.897)	 Data 0.621 (0.693)	 Total_loss 2.735 (5.366)	 Loss_sem 0.470 (0.436)	 Loss_pos 2.265 (4.930)	
train Epoch: [123][850/866]	 Time 0.909 (0.897)	 Data 0.699 (0.693)	 Total_loss 4.666 (5.381)	 Loss_sem 0.441 (0.436)	 Loss_pos 4.224 (4.945)	
train Epoch: [123][860/866]	 Time 0.481 (0.896)	 Data 0.283 (0.692)	 Total_loss 8.035 (5.369)	 Loss_sem 0.431 (0.436)	 Loss_pos 7.603 (4.932)	
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
val Epoch: [123][0/216]	 Time 4.175 (4.175)	 Data 4.045 (4.045)	 Total_loss 2.417 (2.417)	 Loss_sem 2.053 (2.053)	 Loss_pos 0.364 (0.364)	
val Epoch: [123][10/216]	 Time 1.024 (1.169)	 Data 0.897 (1.052)	 Total_loss 5.502 (5.934)	 Loss_sem 5.008 (5.499)	 Loss_pos 0.494 (0.435)	
val Epoch: [123][20/216]	 Time 0.801 (1.021)	 Data 0.657 (0.909)	 Total_loss 3.043 (6.365)	 Loss_sem 2.626 (5.922)	 Loss_pos 0.417 (0.443)	
val Epoch: [123][30/216]	 Time 0.933 (0.967)	 Data 0.812 (0.858)	 Total_loss 5.809 (6.112)	 Loss_sem 5.352 (5.667)	 Loss_pos 0.458 (0.445)	
val Epoch: [123][40/216]	 Time 0.783 (0.944)	 Data 0.669 (0.836)	 Total_loss 5.454 (5.827)	 Loss_sem 4.959 (5.380)	 Loss_pos 0.495 (0.447)	
val Epoch: [123][50/216]	 Time 0.941 (0.941)	 Data 0.865 (0.832)	 Total_loss 6.129 (5.724)	 Loss_sem 5.709 (5.279)	 Loss_pos 0.420 (0.445)	
val Epoch: [123][60/216]	 Time 0.803 (0.931)	 Data 0.662 (0.823)	 Total_loss 4.533 (5.718)	 Loss_sem 4.041 (5.274)	 Loss_pos 0.492 (0.444)	
val Epoch: [123][70/216]	 Time 0.755 (0.926)	 Data 0.677 (0.819)	 Total_loss 4.359 (5.876)	 Loss_sem 3.959 (5.428)	 Loss_pos 0.400 (0.447)	
val Epoch: [123][80/216]	 Time 0.907 (0.921)	 Data 0.807 (0.814)	 Total_loss 4.090 (5.720)	 Loss_sem 3.627 (5.275)	 Loss_pos 0.463 (0.445)	
val Epoch: [123][90/216]	 Time 0.993 (0.917)	 Data 0.912 (0.811)	 Total_loss 9.325 (5.753)	 Loss_sem 8.842 (5.307)	 Loss_pos 0.482 (0.446)	
val Epoch: [123][100/216]	 Time 0.900 (0.909)	 Data 0.768 (0.803)	 Total_loss 5.037 (5.617)	 Loss_sem 4.587 (5.173)	 Loss_pos 0.450 (0.444)	
val Epoch: [123][110/216]	 Time 0.743 (0.903)	 Data 0.674 (0.797)	 Total_loss 4.063 (5.643)	 Loss_sem 3.646 (5.200)	 Loss_pos 0.417 (0.443)	
val Epoch: [123][120/216]	 Time 0.914 (0.902)	 Data 0.834 (0.797)	 Total_loss 3.776 (5.665)	 Loss_sem 3.367 (5.222)	 Loss_pos 0.409 (0.443)	
val Epoch: [123][130/216]	 Time 0.849 (0.896)	 Data 0.759 (0.792)	 Total_loss 6.229 (5.673)	 Loss_sem 5.820 (5.230)	 Loss_pos 0.409 (0.443)	
val Epoch: [123][140/216]	 Time 1.030 (0.894)	 Data 0.847 (0.790)	 Total_loss 3.536 (5.621)	 Loss_sem 3.094 (5.180)	 Loss_pos 0.442 (0.441)	
val Epoch: [123][150/216]	 Time 0.899 (0.890)	 Data 0.802 (0.786)	 Total_loss 2.646 (5.588)	 Loss_sem 2.331 (5.148)	 Loss_pos 0.316 (0.440)	
val Epoch: [123][160/216]	 Time 0.931 (0.888)	 Data 0.860 (0.783)	 Total_loss 2.556 (5.490)	 Loss_sem 2.093 (5.052)	 Loss_pos 0.463 (0.438)	
val Epoch: [123][170/216]	 Time 0.975 (0.886)	 Data 0.867 (0.782)	 Total_loss 3.506 (5.466)	 Loss_sem 3.090 (5.029)	 Loss_pos 0.417 (0.437)	
val Epoch: [123][180/216]	 Time 0.754 (0.884)	 Data 0.682 (0.779)	 Total_loss 4.524 (5.453)	 Loss_sem 4.069 (5.017)	 Loss_pos 0.455 (0.437)	
val Epoch: [123][190/216]	 Time 0.739 (0.883)	 Data 0.678 (0.778)	 Total_loss 4.020 (5.411)	 Loss_sem 3.597 (4.976)	 Loss_pos 0.423 (0.435)	
val Epoch: [123][200/216]	 Time 0.715 (0.881)	 Data 0.596 (0.776)	 Total_loss 3.548 (5.373)	 Loss_sem 3.201 (4.939)	 Loss_pos 0.347 (0.435)	
val Epoch: [123][210/216]	 Time 0.490 (0.875)	 Data 0.430 (0.772)	 Total_loss 4.698 (5.380)	 Loss_sem 4.290 (4.946)	 Loss_pos 0.408 (0.434)	
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
train Epoch: [124][0/866]	 Time 4.707 (4.707)	 Data 4.318 (4.318)	 Total_loss 10.798 (10.798)	 Loss_sem 0.430 (0.430)	 Loss_pos 10.368 (10.368)	
train Epoch: [124][10/866]	 Time 0.997 (1.290)	 Data 0.765 (1.052)	 Total_loss 3.991 (5.719)	 Loss_sem 0.440 (0.413)	 Loss_pos 3.551 (5.306)	
train Epoch: [124][20/866]	 Time 0.884 (1.107)	 Data 0.691 (0.874)	 Total_loss 9.605 (6.092)	 Loss_sem 0.488 (0.434)	 Loss_pos 9.118 (5.658)	
train Epoch: [124][30/866]	 Time 0.860 (1.049)	 Data 0.649 (0.824)	 Total_loss 3.353 (5.823)	 Loss_sem 0.475 (0.435)	 Loss_pos 2.878 (5.387)	
train Epoch: [124][40/866]	 Time 0.877 (1.021)	 Data 0.662 (0.802)	 Total_loss 6.780 (5.789)	 Loss_sem 0.448 (0.435)	 Loss_pos 6.332 (5.355)	
train Epoch: [124][50/866]	 Time 0.943 (0.995)	 Data 0.769 (0.780)	 Total_loss 6.315 (5.716)	 Loss_sem 0.382 (0.429)	 Loss_pos 5.933 (5.287)	
train Epoch: [124][60/866]	 Time 0.941 (0.976)	 Data 0.744 (0.762)	 Total_loss 5.284 (5.631)	 Loss_sem 0.469 (0.430)	 Loss_pos 4.815 (5.201)	
train Epoch: [124][70/866]	 Time 0.946 (0.967)	 Data 0.772 (0.752)	 Total_loss 8.099 (5.856)	 Loss_sem 0.417 (0.435)	 Loss_pos 7.682 (5.421)	
train Epoch: [124][80/866]	 Time 0.961 (0.958)	 Data 0.769 (0.744)	 Total_loss 4.797 (5.903)	 Loss_sem 0.471 (0.438)	 Loss_pos 4.326 (5.465)	
train Epoch: [124][90/866]	 Time 0.965 (0.951)	 Data 0.771 (0.737)	 Total_loss 8.841 (5.927)	 Loss_sem 0.484 (0.440)	 Loss_pos 8.358 (5.487)	
train Epoch: [124][100/866]	 Time 0.824 (0.944)	 Data 0.611 (0.732)	 Total_loss 10.316 (5.762)	 Loss_sem 0.548 (0.440)	 Loss_pos 9.769 (5.321)	
train Epoch: [124][110/866]	 Time 0.812 (0.941)	 Data 0.628 (0.730)	 Total_loss 2.822 (5.715)	 Loss_sem 0.420 (0.442)	 Loss_pos 2.402 (5.273)	
train Epoch: [124][120/866]	 Time 0.880 (0.935)	 Data 0.662 (0.725)	 Total_loss 3.924 (5.655)	 Loss_sem 0.437 (0.441)	 Loss_pos 3.486 (5.213)	
train Epoch: [124][130/866]	 Time 0.801 (0.931)	 Data 0.627 (0.721)	 Total_loss 6.916 (5.514)	 Loss_sem 0.445 (0.440)	 Loss_pos 6.471 (5.074)	
train Epoch: [124][140/866]	 Time 0.721 (0.927)	 Data 0.546 (0.718)	 Total_loss 5.084 (5.504)	 Loss_sem 0.460 (0.438)	 Loss_pos 4.624 (5.066)	
train Epoch: [124][150/866]	 Time 1.105 (0.924)	 Data 0.910 (0.716)	 Total_loss 2.978 (5.389)	 Loss_sem 0.449 (0.438)	 Loss_pos 2.529 (4.951)	
train Epoch: [124][160/866]	 Time 0.885 (0.921)	 Data 0.701 (0.714)	 Total_loss 8.906 (5.390)	 Loss_sem 0.450 (0.439)	 Loss_pos 8.456 (4.951)	
train Epoch: [124][170/866]	 Time 0.991 (0.921)	 Data 0.788 (0.713)	 Total_loss 6.548 (5.354)	 Loss_sem 0.469 (0.438)	 Loss_pos 6.079 (4.915)	
train Epoch: [124][180/866]	 Time 1.043 (0.917)	 Data 0.843 (0.710)	 Total_loss 2.146 (5.405)	 Loss_sem 0.358 (0.439)	 Loss_pos 1.788 (4.966)	
train Epoch: [124][190/866]	 Time 0.981 (0.917)	 Data 0.792 (0.710)	 Total_loss 4.355 (5.399)	 Loss_sem 0.402 (0.438)	 Loss_pos 3.953 (4.960)	
train Epoch: [124][200/866]	 Time 0.825 (0.914)	 Data 0.615 (0.709)	 Total_loss 3.600 (5.339)	 Loss_sem 0.352 (0.437)	 Loss_pos 3.248 (4.902)	
train Epoch: [124][210/866]	 Time 0.929 (0.914)	 Data 0.712 (0.708)	 Total_loss 3.111 (5.328)	 Loss_sem 0.401 (0.436)	 Loss_pos 2.710 (4.892)	
train Epoch: [124][220/866]	 Time 0.811 (0.912)	 Data 0.601 (0.707)	 Total_loss 4.674 (5.288)	 Loss_sem 0.393 (0.436)	 Loss_pos 4.281 (4.852)	
train Epoch: [124][230/866]	 Time 1.035 (0.913)	 Data 0.840 (0.707)	 Total_loss 5.759 (5.292)	 Loss_sem 0.466 (0.436)	 Loss_pos 5.292 (4.857)	
train Epoch: [124][240/866]	 Time 0.977 (0.912)	 Data 0.753 (0.707)	 Total_loss 3.676 (5.303)	 Loss_sem 0.434 (0.435)	 Loss_pos 3.242 (4.867)	
train Epoch: [124][250/866]	 Time 0.834 (0.911)	 Data 0.627 (0.707)	 Total_loss 5.583 (5.332)	 Loss_sem 0.474 (0.436)	 Loss_pos 5.110 (4.896)	
train Epoch: [124][260/866]	 Time 0.976 (0.910)	 Data 0.760 (0.705)	 Total_loss 4.841 (5.282)	 Loss_sem 0.380 (0.435)	 Loss_pos 4.461 (4.847)	
train Epoch: [124][270/866]	 Time 0.919 (0.909)	 Data 0.676 (0.704)	 Total_loss 1.750 (5.193)	 Loss_sem 0.426 (0.435)	 Loss_pos 1.324 (4.758)	
train Epoch: [124][280/866]	 Time 0.661 (0.908)	 Data 0.447 (0.704)	 Total_loss 2.850 (5.173)	 Loss_sem 0.403 (0.435)	 Loss_pos 2.447 (4.738)	
train Epoch: [124][290/866]	 Time 0.967 (0.909)	 Data 0.787 (0.705)	 Total_loss 3.583 (5.150)	 Loss_sem 0.472 (0.435)	 Loss_pos 3.111 (4.715)	
train Epoch: [124][300/866]	 Time 0.808 (0.908)	 Data 0.625 (0.703)	 Total_loss 2.173 (5.201)	 Loss_sem 0.376 (0.435)	 Loss_pos 1.797 (4.766)	
train Epoch: [124][310/866]	 Time 0.851 (0.908)	 Data 0.667 (0.703)	 Total_loss 4.785 (5.167)	 Loss_sem 0.434 (0.435)	 Loss_pos 4.351 (4.732)	
train Epoch: [124][320/866]	 Time 0.702 (0.907)	 Data 0.524 (0.703)	 Total_loss 3.924 (5.200)	 Loss_sem 0.408 (0.435)	 Loss_pos 3.516 (4.765)	
train Epoch: [124][330/866]	 Time 0.795 (0.907)	 Data 0.620 (0.703)	 Total_loss 5.410 (5.197)	 Loss_sem 0.470 (0.435)	 Loss_pos 4.940 (4.763)	
train Epoch: [124][340/866]	 Time 0.740 (0.907)	 Data 0.545 (0.703)	 Total_loss 3.171 (5.258)	 Loss_sem 0.427 (0.435)	 Loss_pos 2.744 (4.823)	
train Epoch: [124][350/866]	 Time 0.907 (0.906)	 Data 0.676 (0.703)	 Total_loss 4.125 (5.283)	 Loss_sem 0.455 (0.436)	 Loss_pos 3.670 (4.847)	
train Epoch: [124][360/866]	 Time 1.017 (0.906)	 Data 0.814 (0.702)	 Total_loss 6.974 (5.283)	 Loss_sem 0.450 (0.437)	 Loss_pos 6.524 (4.846)	
train Epoch: [124][370/866]	 Time 1.155 (0.907)	 Data 0.932 (0.703)	 Total_loss 8.830 (5.316)	 Loss_sem 0.422 (0.437)	 Loss_pos 8.408 (4.879)	
train Epoch: [124][380/866]	 Time 0.894 (0.906)	 Data 0.705 (0.702)	 Total_loss 6.861 (5.344)	 Loss_sem 0.430 (0.437)	 Loss_pos 6.431 (4.907)	
train Epoch: [124][390/866]	 Time 0.872 (0.906)	 Data 0.695 (0.702)	 Total_loss 6.407 (5.338)	 Loss_sem 0.510 (0.437)	 Loss_pos 5.897 (4.901)	
train Epoch: [124][400/866]	 Time 0.702 (0.905)	 Data 0.521 (0.701)	 Total_loss 3.961 (5.372)	 Loss_sem 0.437 (0.437)	 Loss_pos 3.523 (4.935)	
train Epoch: [124][410/866]	 Time 0.930 (0.905)	 Data 0.735 (0.702)	 Total_loss 3.963 (5.391)	 Loss_sem 0.452 (0.438)	 Loss_pos 3.511 (4.954)	
train Epoch: [124][420/866]	 Time 0.877 (0.905)	 Data 0.632 (0.701)	 Total_loss 5.391 (5.370)	 Loss_sem 0.457 (0.437)	 Loss_pos 4.934 (4.933)	
train Epoch: [124][430/866]	 Time 0.889 (0.905)	 Data 0.668 (0.701)	 Total_loss 2.408 (5.346)	 Loss_sem 0.385 (0.437)	 Loss_pos 2.024 (4.909)	
train Epoch: [124][440/866]	 Time 1.158 (0.904)	 Data 0.923 (0.701)	 Total_loss 5.657 (5.367)	 Loss_sem 0.452 (0.438)	 Loss_pos 5.205 (4.929)	
train Epoch: [124][450/866]	 Time 0.984 (0.905)	 Data 0.781 (0.701)	 Total_loss 5.452 (5.343)	 Loss_sem 0.436 (0.438)	 Loss_pos 5.016 (4.906)	
train Epoch: [124][460/866]	 Time 1.141 (0.905)	 Data 0.881 (0.701)	 Total_loss 6.219 (5.376)	 Loss_sem 0.470 (0.438)	 Loss_pos 5.750 (4.938)	
train Epoch: [124][470/866]	 Time 0.875 (0.904)	 Data 0.699 (0.700)	 Total_loss 2.129 (5.370)	 Loss_sem 0.413 (0.438)	 Loss_pos 1.717 (4.932)	
train Epoch: [124][480/866]	 Time 0.772 (0.903)	 Data 0.589 (0.699)	 Total_loss 2.923 (5.372)	 Loss_sem 0.429 (0.438)	 Loss_pos 2.493 (4.935)	
train Epoch: [124][490/866]	 Time 0.849 (0.903)	 Data 0.633 (0.699)	 Total_loss 5.640 (5.356)	 Loss_sem 0.464 (0.438)	 Loss_pos 5.176 (4.918)	
train Epoch: [124][500/866]	 Time 0.826 (0.902)	 Data 0.636 (0.698)	 Total_loss 4.828 (5.381)	 Loss_sem 0.485 (0.438)	 Loss_pos 4.343 (4.943)	
train Epoch: [124][510/866]	 Time 0.841 (0.902)	 Data 0.666 (0.698)	 Total_loss 6.466 (5.361)	 Loss_sem 0.451 (0.438)	 Loss_pos 6.014 (4.923)	
train Epoch: [124][520/866]	 Time 0.877 (0.903)	 Data 0.663 (0.698)	 Total_loss 4.012 (5.361)	 Loss_sem 0.384 (0.438)	 Loss_pos 3.628 (4.922)	
train Epoch: [124][530/866]	 Time 0.921 (0.903)	 Data 0.742 (0.698)	 Total_loss 4.915 (5.349)	 Loss_sem 0.444 (0.438)	 Loss_pos 4.471 (4.911)	
train Epoch: [124][540/866]	 Time 0.789 (0.903)	 Data 0.588 (0.698)	 Total_loss 2.764 (5.338)	 Loss_sem 0.404 (0.438)	 Loss_pos 2.359 (4.900)	
train Epoch: [124][550/866]	 Time 0.842 (0.902)	 Data 0.628 (0.698)	 Total_loss 4.507 (5.343)	 Loss_sem 0.445 (0.438)	 Loss_pos 4.061 (4.905)	
train Epoch: [124][560/866]	 Time 0.768 (0.902)	 Data 0.589 (0.698)	 Total_loss 4.779 (5.332)	 Loss_sem 0.504 (0.439)	 Loss_pos 4.274 (4.893)	
train Epoch: [124][570/866]	 Time 0.917 (0.902)	 Data 0.641 (0.698)	 Total_loss 6.502 (5.339)	 Loss_sem 0.444 (0.439)	 Loss_pos 6.058 (4.901)	
train Epoch: [124][580/866]	 Time 0.742 (0.902)	 Data 0.507 (0.698)	 Total_loss 2.533 (5.341)	 Loss_sem 0.415 (0.438)	 Loss_pos 2.118 (4.903)	
train Epoch: [124][590/866]	 Time 0.947 (0.902)	 Data 0.754 (0.698)	 Total_loss 4.121 (5.345)	 Loss_sem 0.422 (0.438)	 Loss_pos 3.698 (4.907)	
train Epoch: [124][600/866]	 Time 0.903 (0.902)	 Data 0.716 (0.697)	 Total_loss 2.749 (5.353)	 Loss_sem 0.453 (0.439)	 Loss_pos 2.296 (4.914)	
train Epoch: [124][610/866]	 Time 0.767 (0.901)	 Data 0.530 (0.697)	 Total_loss 3.166 (5.356)	 Loss_sem 0.398 (0.439)	 Loss_pos 2.768 (4.917)	
train Epoch: [124][620/866]	 Time 0.922 (0.902)	 Data 0.707 (0.697)	 Total_loss 9.698 (5.359)	 Loss_sem 0.481 (0.439)	 Loss_pos 9.217 (4.920)	
train Epoch: [124][630/866]	 Time 0.918 (0.902)	 Data 0.743 (0.697)	 Total_loss 5.272 (5.354)	 Loss_sem 0.372 (0.439)	 Loss_pos 4.900 (4.915)	
train Epoch: [124][640/866]	 Time 0.873 (0.901)	 Data 0.698 (0.697)	 Total_loss 2.134 (5.341)	 Loss_sem 0.392 (0.438)	 Loss_pos 1.742 (4.903)	
train Epoch: [124][650/866]	 Time 0.904 (0.901)	 Data 0.704 (0.696)	 Total_loss 2.215 (5.327)	 Loss_sem 0.449 (0.438)	 Loss_pos 1.766 (4.889)	
train Epoch: [124][660/866]	 Time 0.891 (0.901)	 Data 0.703 (0.696)	 Total_loss 4.224 (5.309)	 Loss_sem 0.418 (0.438)	 Loss_pos 3.806 (4.871)	
train Epoch: [124][670/866]	 Time 0.805 (0.901)	 Data 0.584 (0.696)	 Total_loss 9.713 (5.314)	 Loss_sem 0.522 (0.438)	 Loss_pos 9.191 (4.876)	
train Epoch: [124][680/866]	 Time 0.898 (0.901)	 Data 0.723 (0.697)	 Total_loss 3.527 (5.302)	 Loss_sem 0.383 (0.438)	 Loss_pos 3.143 (4.864)	
train Epoch: [124][690/866]	 Time 1.028 (0.901)	 Data 0.812 (0.697)	 Total_loss 5.762 (5.301)	 Loss_sem 0.424 (0.438)	 Loss_pos 5.338 (4.863)	
train Epoch: [124][700/866]	 Time 0.789 (0.900)	 Data 0.614 (0.696)	 Total_loss 3.099 (5.303)	 Loss_sem 0.414 (0.438)	 Loss_pos 2.685 (4.866)	
train Epoch: [124][710/866]	 Time 0.960 (0.900)	 Data 0.755 (0.696)	 Total_loss 2.918 (5.282)	 Loss_sem 0.333 (0.437)	 Loss_pos 2.586 (4.845)	
train Epoch: [124][720/866]	 Time 0.938 (0.900)	 Data 0.747 (0.696)	 Total_loss 3.640 (5.290)	 Loss_sem 0.349 (0.437)	 Loss_pos 3.290 (4.853)	
train Epoch: [124][730/866]	 Time 0.835 (0.900)	 Data 0.600 (0.695)	 Total_loss 3.737 (5.292)	 Loss_sem 0.421 (0.437)	 Loss_pos 3.316 (4.855)	
train Epoch: [124][740/866]	 Time 0.882 (0.900)	 Data 0.655 (0.696)	 Total_loss 5.427 (5.296)	 Loss_sem 0.462 (0.437)	 Loss_pos 4.965 (4.859)	
